CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
23775,NULL,Cedric,H,Shan,NULL,3753 Shenandoah Drive,NULL,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0165,3/5/1990,Partial College,Management,M,S,0,3,0,0,103019,3/6/2017
22351,NULL,Sarah,V,Davis,NULL,P. O. Box 1053,NULL,Burien,Washington,United States,98168,112-555-0188,9/12/1976,High School,Skilled Manual,F,M,1,1,0,1,58014,3/6/2017
16172,NULL,Janelle,NULL,Perez,NULL,7682 Palm Avenue,NULL,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0112,10/11/1986,Bachelors,Skilled Manual,F,S,0,2,0,0,59441,3/6/2017
11286,NULL,Hunter,D,Griffin,NULL,4079 Redbird Lane,NULL,Torrance,California,United States,90505,410-555-0148,3/3/1982,Graduate Degree,Management,M,M,1,2,0,0,105769,3/6/2017
14431,NULL,Kayla,A,Moore,NULL,8956 Birch Bark Road,NULL,Beverly Hills,California,United States,90210,942-555-0171,11/21/1976,Partial College,Skilled Manual,F,M,1,2,1,2,50925,3/6/2017
26912,NULL,Denise,NULL,Rodriguez,NULL,Am Gallberg 61,NULL,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0146,6/11/1959,Bachelors,Professional,F,S,1,2,0,1,131578,3/6/2017
14413,NULL,Rachel,K,Patterson,NULL,6187 Barquentine Court,NULL,Chula Vista,California,United States,91910,220-555-0196,2/15/1971,Partial College,Manual,F,M,1,1,1,2,28990,3/6/2017
24661,NULL,Madison,NULL,Jones,NULL,7289 Ulfinian Way,NULL,Haney,British Columbia,Canada,V2W 1W2,132-555-0135,6/22/1967,Bachelors,Management,F,S,1,2,1,1,107877,3/6/2017
11829,NULL,Sophia,NULL,Campbell,NULL,8122 Mink Court,NULL,Seattle,Washington,United States,98104,766-555-0146,11/2/1989,Graduate Degree,Management,F,M,1,1,0,2,105403,3/6/2017
19802,NULL,Sara,NULL,James,NULL,546 Leonard Ct,NULL,Newton,British Columbia,Canada,V2M1N7,142-555-0175,7/13/1994,High School,Skilled Manual,F,S,0,2,0,0,54479,3/6/2017
28524,NULL,Paula,W,Gill,NULL,1277 Juniper Drive,NULL,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0174,9/8/1989,Graduate Degree,Clerical,F,M,1,1,0,1,77158,3/6/2017
21999,NULL,Julia,R,Barnes,NULL,8641 Summitview Dr.,NULL,Geelong,Victoria,Australia,3220,1 (11) 500 555-0194,5/13/1978,Bachelors,Skilled Manual,F,M,1,1,1,2,57637,3/6/2017
26305,NULL,Julia,E,Rogers,NULL,5461 Sunview Terrace,NULL,Lebanon,Oregon,United States,97355,816-555-0112,12/12/1989,Bachelors,Clerical,F,S,0,1,0,0,79439,3/6/2017
25057,NULL,Jerome,J,Gomez,NULL,6692 Bluefish Lane,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0185,11/13/1979,Bachelors,Clerical,M,S,1,3,0,0,83126,3/6/2017
15676,NULL,Todd,NULL,Wang,NULL,"28bis, boulevard du Montparnasse",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0132,4/7/1989,Graduate Degree,Professional,M,S,1,1,0,0,138246,3/6/2017
21158,NULL,Trevor,J,Patterson,NULL,4326 Niagara Court,NULL,Redmond,Washington,United States,98052,396-555-0143,7/19/1979,Bachelors,Clerical,M,S,1,1,0,0,78238,3/6/2017
17337,NULL,Marcus,T,Davis,NULL,5609 Huron Dr,NULL,Westminster,British Columbia,Canada,V3L 1E7,958-555-0172,8/19/1995,High School,Skilled Manual,M,S,0,0,0,0,61403,3/6/2017
16263,NULL,Eduardo,NULL,Robinson,NULL,Conesweg 1234,NULL,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0112,6/11/1987,Bachelors,Skilled Manual,M,M,1,1,1,2,55693,3/6/2017
23786,NULL,Carrie,L,Serrano,NULL,6316 Damascus Loop,NULL,Bellingham,Washington,United States,98225,416-555-0138,3/15/1974,Partial High School,Manual,F,M,1,0,2,2,31151,3/6/2017
25758,NULL,Leslie,NULL,Gutierrez,NULL,Klara Straße 84,NULL,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0138,4/7/1988,Partial College,Skilled Manual,F,M,0,1,2,2,53987,3/6/2017
27751,NULL,Zoe,L,Cooper,NULL,1456 Lake Pl.,NULL,Fremont,California,United States,94536,377-555-0144,11/5/1996,Partial College,Skilled Manual,F,S,0,2,0,0,53285,3/6/2017
17800,NULL,Robyn,C,Alonso,NULL,"4024, rue Surcouf",NULL,Chatou,Yveline,France,78400,1 (11) 500 555-0134,1/10/1985,High School,Skilled Manual,F,S,0,1,0,0,61226,3/6/2017
16507,NULL,Tracy,B,Nath,NULL,"40, rue de Terre Neuve",NULL,Orleans,Loiret,France,45000,1 (11) 500 555-0186,11/19/1959,Bachelors,Management,F,M,1,3,1,2,104782,3/6/2017
16695,NULL,Dwayne,NULL,Serrano,NULL,9335 Wilke Drive,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0139,4/27/1979,Bachelors,Skilled Manual,M,M,1,2,1,1,55145,3/6/2017
17030,NULL,Emily,NULL,Russell,NULL,2630 Deermeadow Way,NULL,Los Angeles,California,United States,90012,107-555-0193,2/25/1979,Partial College,Manual,F,M,1,0,0,2,31523,3/6/2017
18971,NULL,Wyatt,F,Moore,NULL,384 Price Lane,NULL,N. Vancouver,British Columbia,Canada,V7L 4J4,895-555-0181,2/12/1963,Bachelors,Professional,M,M,1,2,0,2,131918,3/6/2017
26724,NULL,Sydney,NULL,Edwards,NULL,9923 Pampered Ct.,NULL,Salem,Oregon,United States,97301,116-555-0172,9/22/1974,Partial High School,Manual,F,S,0,0,0,0,28866,3/6/2017
28666,NULL,Kelvin,R,Zhu,NULL,7603 Bayview Ct.,NULL,Bremerton,Washington,United States,98312,235-555-0118,10/21/1988,Bachelors,Clerical,M,M,1,1,0,2,83507,3/6/2017
28863,NULL,Allison,L,Bell,NULL,2151 Twincreek Ct,NULL,Woodburn,Oregon,United States,97071,540-555-0145,12/26/1996,Partial College,Manual,F,M,0,1,0,0,29532,3/6/2017
18328,NULL,Alvin,NULL,Rai,NULL,9430 Thornhill Place,NULL,Concord,California,United States,94519,379-555-0143,10/20/1997,High School,Clerical,M,M,0,1,0,0,86576,3/6/2017
16383,NULL,Brian,A,Kelly,NULL,1454 Hillridge Way,NULL,Redwood City,California,United States,94063,312-555-0112,4/27/1978,Graduate Degree,Manual,M,S,0,1,0,0,28298,3/6/2017
20759,NULL,Teresa,NULL,Serrano,NULL,2888 Woodbury Place,NULL,Beverly Hills,California,United States,90210,687-555-0112,5/20/1976,Partial College,Manual,F,M,1,0,2,2,25766,3/6/2017
13987,NULL,Eduardo,NULL,Collins,NULL,2100 Linton Terr,NULL,Langley,British Columbia,Canada,V3A 4R2,100-555-0124,11/5/1998,High School,Manual,M,S,0,0,0,0,33581,3/6/2017
20557,NULL,Lindsay,H,Lal,NULL,6985 Countrywood Ct,NULL,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0176,8/15/1976,High School,Manual,F,M,1,1,0,2,29825,3/6/2017
24012,NULL,James,F,Lewis,NULL,"17, rue de Varenne",NULL,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0182,5/12/1980,High School,Clerical,M,S,1,3,0,0,80510,3/6/2017
29342,NULL,Cassie,M,Anand,NULL,2474 Banbury Ct,NULL,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0123,8/20/1960,Partial College,Skilled Manual,F,M,1,2,1,2,57805,3/6/2017
13542,NULL,Sharon,C,Kumar,NULL,Buergermeister-ulrich-str 4499,NULL,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0173,5/27/1978,Bachelors,Skilled Manual,F,M,1,0,1,2,51562,3/6/2017
12188,NULL,Ashley,J,Thomas,NULL,5071 Almaden Dr.,NULL,Chula Vista,California,United States,91910,190-555-0190,5/23/1980,Partial College,Clerical,F,S,1,3,0,0,76743,3/6/2017
27444,NULL,Kayla,E,Martinez,NULL,5366 Terry Lynn Lane,NULL,Walla Walla,Washington,United States,99362,332-555-0166,1/14/1989,Graduate Degree,Clerical,F,M,1,2,1,2,76792,3/6/2017
20829,NULL,Andy,NULL,Diaz,NULL,Marketplatz 5193,NULL,Duesseldorf,Hessen,Germany,40605,1 (11) 500 555-0111,11/15/1981,Graduate Degree,Manual,M,M,1,1,1,2,35468,3/6/2017
19248,NULL,Sheena,C,Black,NULL,Unter Linden 34,NULL,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0158,2/26/1982,Graduate Degree,Professional,F,M,1,2,0,2,131495,3/6/2017
14827,NULL,Ernest,R,Xu,NULL,Postfach 2 66 66,NULL,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0120,4/4/1999,Partial College,Management,M,S,0,2,0,0,102757,3/6/2017
28174,NULL,Marco,C,Subram,NULL,4268 Shadow Court,NULL,Beaverton,Oregon,United States,97005,732-555-0135,4/24/1980,High School,Clerical,M,M,1,3,2,2,81728,3/6/2017
20016,NULL,Katherine,NULL,Kelly,NULL,1747 Corte Segundo,NULL,W. Linn,Oregon,United States,97068,559-555-0188,8/4/1985,Bachelors,Skilled Manual,F,S,0,0,0,0,59009,3/6/2017
14667,NULL,Olivia,L,Alexander,NULL,4223 Las Trampas Road,NULL,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0115,7/20/1990,Graduate Degree,Professional,F,M,1,2,0,0,133866,3/6/2017
14818,NULL,Diane,F,Ruiz,NULL,"12, rue Descartes",NULL,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0167,5/26/1984,Partial College,Skilled Manual,F,S,0,0,0,0,51832,3/6/2017
18166,NULL,Julian,A,Wood,NULL,8646 Sherry Circle,NULL,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0115,7/24/1973,Graduate Degree,Management,M,M,1,2,2,2,113344,3/6/2017
18686,NULL,Logan,NULL,Coleman,NULL,6607 Panoramic Avenue,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,107-555-0161,10/13/1991,Graduate Degree,Professional,M,S,1,1,0,0,137065,3/6/2017
22305,NULL,Anne,H,Carlson,NULL,1097 Kulani Lane,NULL,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0143,11/21/1992,Partial High School,Manual,F,S,0,1,0,0,29912,3/6/2017
14939,NULL,Cory,L,Kapoor,NULL,Am Gallberg 24,NULL,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0114,4/18/1987,Bachelors,Skilled Manual,M,M,1,1,0,2,52678,3/6/2017
16713,NULL,Tony,L,Nara,NULL,7922 Rock Island Drive,NULL,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0115,11/6/1973,Bachelors,Skilled Manual,M,M,1,2,1,1,61017,3/6/2017
12244,NULL,Amy,C,Huang,NULL,7806 Reliez Valley Ct.,NULL,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0197,11/22/2000,Bachelors,Skilled Manual,F,M,0,2,0,0,56374,3/6/2017
17323,NULL,Rafael,L,Jai,NULL,1286 Cincerto Circle,NULL,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0174,2/24/1979,Bachelors,Manual,M,M,1,0,0,2,34851,3/6/2017
29157,NULL,Seth,NULL,Powell,NULL,1065 Almond St.,NULL,Santa Cruz,California,United States,95062,651-555-0153,4/27/1987,Graduate Degree,Clerical,M,S,0,0,0,0,86368,3/6/2017
21368,NULL,Mason,B,Collins,NULL,8903 Suzanne Dr.,NULL,Daly City,California,United States,94015,882-555-0117,9/26/1997,Partial College,Clerical,M,M,0,2,0,0,78686,3/6/2017
16305,NULL,Stanley,NULL,Gonzalez,NULL,Am Karlshof 75,NULL,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0130,9/23/1999,Partial College,Skilled Manual,M,S,0,0,0,0,57022,3/6/2017
25231,NULL,Olivia,A,Moore,NULL,2856 High St.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0119,6/22/1979,Bachelors,Skilled Manual,F,S,0,0,0,0,51560,3/6/2017
26981,NULL,Audrey,NULL,Suarez,NULL,Postfach 99 01 01,Leiter der Abteilung,Berlin,Saarland,Germany,14197,1 (11) 500 555-0148,8/21/1992,Partial High School,Manual,F,S,0,0,0,0,27757,3/6/2017
14403,NULL,Angelica,NULL,Russell,NULL,8117 Golden Leaf Way,NULL,Bellflower,California,United States,90706,785-555-0130,3/19/1969,Partial College,Skilled Manual,F,S,1,2,0,0,52773,3/6/2017
29046,NULL,Gabriella,NULL,Richardson,NULL,3917 Catnip Court,NULL,Yakima,Washington,United States,98901,477-555-0118,2/19/1983,Bachelors,Skilled Manual,F,S,0,0,0,0,51998,3/6/2017
29167,NULL,Dawn,L,Shen,NULL,2880 Ponderosa Dr.,NULL,Bremerton,Washington,United States,98312,786-555-0191,3/12/1979,Graduate Degree,Professional,F,S,1,2,0,0,128043,3/6/2017
26352,NULL,Cynthia,L,Fernandez,NULL,Klara Straße 8463,NULL,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0120,8/22/1988,Graduate Degree,Professional,F,S,1,2,0,0,129188,3/6/2017
16743,NULL,Ariana,NULL,Stewart,NULL,3726 Northridge Drive,NULL,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0111,5/20/1962,Bachelors,Management,F,M,1,0,1,2,106425,3/6/2017
12746,NULL,Juan,M,Torres,NULL,2874 Tice,NULL,Bury,England,United Kingdom,PE17,1 (11) 500 555-0173,4/18/1991,Partial High School,Skilled Manual,M,S,0,2,0,0,55496,3/6/2017
23329,NULL,Sharon,NULL,Raji,NULL,3598 Wildberry Court,NULL,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0116,11/12/1972,Partial High School,Skilled Manual,F,M,1,0,0,2,56711,3/6/2017
20950,NULL,Albert,W,Suarez,NULL,4398 Clayburn Road,NULL,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0117,11/13/1994,Partial High School,Skilled Manual,M,S,0,2,0,0,59240,3/6/2017
25767,NULL,Bailey,L,Hill,NULL,1940 C Mt. Hood Circle,NULL,Tacoma,Washington,United States,98403,991-555-0186,10/22/1988,Bachelors,Manual,F,S,0,0,0,0,35247,3/6/2017
28510,NULL,Gregory,NULL,Andersen,NULL,"3539, rue des Grands Champs",NULL,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0143,3/23/1979,Bachelors,Skilled Manual,M,S,0,1,0,0,55159,3/6/2017
25877,NULL,Alyssa,NULL,Price,NULL,1721 Dianda,NULL,Walla Walla,Washington,United States,99362,553-555-0180,12/4/1968,Partial College,Manual,F,S,1,1,0,0,35834,3/6/2017
17981,NULL,Fernando,NULL,Mitchell,NULL,5174 Filling Drive,NULL,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0159,4/23/1987,Bachelors,Skilled Manual,M,M,1,1,0,1,57425,3/6/2017
23669,NULL,Sean,NULL,Torres,NULL,5847 W. Buchanan,NULL,Oakland,California,United States,94611,741-555-0152,5/3/1957,Graduate Degree,Professional,M,S,1,2,0,1,137014,3/6/2017
19899,NULL,Marcus,L,Richardson,NULL,"33, quai de l´ Iton",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0140,3/19/1977,Partial College,Clerical,M,M,1,2,0,2,77918,3/6/2017
19040,NULL,Eugene,J,Sun,NULL,Postfach 66 07 00,NULL,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0165,9/4/1964,Bachelors,Skilled Manual,M,M,1,1,2,2,56918,3/6/2017
22182,NULL,Madeline,H,Parker,NULL,9379 Terrapin Court,NULL,Sooke,British Columbia,Canada,V0,184-555-0138,11/4/1995,Partial College,Clerical,F,S,0,2,0,0,82389,3/6/2017
12913,NULL,Benjamin,D,Moore,NULL,8065 Sand Point Road,NULL,Renton,Washington,United States,98055,145-555-0170,2/23/1988,Bachelors,Clerical,M,M,1,1,1,2,87287,3/6/2017
20453,NULL,Bryant,C,Arun,NULL,623 Lakespring Place,NULL,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0160,9/17/1978,Bachelors,Clerical,M,M,1,1,2,2,81253,3/6/2017
28567,NULL,Ann,NULL,Kapoor,NULL,"834, rue Mazagran",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0175,12/23/1991,Partial High School,Skilled Manual,F,S,0,0,0,0,57993,3/6/2017
23864,NULL,Chloe,J,Jackson,NULL,4399 Chickpea Ct.,NULL,Palo Alto,California,United States,94303,664-555-0143,6/16/1987,Bachelors,Skilled Manual,F,S,0,1,0,0,55763,3/6/2017
26476,NULL,Jordan,NULL,Jai,NULL,9967 Malibu Place,NULL,Downey,California,United States,90241,310-555-0191,8/22/1964,Partial High School,Manual,M,M,1,1,0,2,31579,3/6/2017
20060,NULL,Kayla,R,Jackson,NULL,4684 Frigate Ct.,NULL,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0148,10/8/1991,High School,Skilled Manual,F,S,0,1,0,0,53795,3/6/2017
13377,NULL,Thomas,NULL,Hernandez,NULL,7879 Mt. Etna Drive,NULL,Santa Cruz,California,United States,95062,819-555-0122,3/16/1968,Bachelors,Professional,M,M,1,2,0,2,127886,3/6/2017
21138,NULL,Kaylee,NULL,Phillips,NULL,531 Northridge Drive,NULL,Langford,British Columbia,Canada,V9,745-555-0127,2/26/1982,Partial College,Clerical,F,M,1,1,1,2,84024,3/6/2017
19861,NULL,Caroline,NULL,Perry,NULL,8325 Newcastle Rd,NULL,Lake Oswego,Oregon,United States,97034,125-555-0159,9/4/1967,Partial College,Clerical,F,M,1,3,1,2,77832,3/6/2017
27880,NULL,Curtis,G,Hu,NULL,4252 Alpine Rd.,NULL,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0161,8/12/1963,Graduate Degree,Professional,M,S,1,2,1,1,133962,3/6/2017
24374,NULL,Eugene,A,Ma,NULL,1500 Polk Street,NULL,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0175,10/13/1985,Bachelors,Management,M,S,1,3,0,0,107107,3/6/2017
19804,NULL,Cameron,C,Foster,NULL,4128 Stanford Way,NULL,Corvallis,Oregon,United States,97330,120-555-0136,8/17/1994,Partial College,Clerical,M,S,0,2,0,0,86073,3/6/2017
12300,NULL,Adriana,L,Gonzalez,NULL,"310, rue des Rosiers",NULL,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0129,7/18/1966,Partial College,Clerical,F,S,1,0,1,1,87404,3/6/2017
19668,NULL,Erick,C,Patel,NULL,7836 Roux Court,NULL,Burien,Washington,United States,98168,557-555-0134,10/12/1998,Partial College,Clerical,M,M,0,1,0,0,83625,3/6/2017
20390,NULL,Ross,NULL,Ramos,NULL,8193 Pine Creek Way,NULL,Bremerton,Washington,United States,98312,519-555-0125,2/12/1960,Graduate Degree,Management,M,S,1,3,0,1,108790,3/7/2017
24452,NULL,Megan,C,Coleman,NULL,1362 Somerset Place,NULL,Bellingham,Washington,United States,98225,436-555-0179,2/13/1969,High School,Skilled Manual,F,M,1,2,1,2,55220,3/6/2017
29136,NULL,Caroline,L,Bryant,NULL,2603 Brenda Circle,NULL,Bellflower,California,United States,90706,574-555-0157,5/8/1984,Bachelors,Skilled Manual,F,M,1,0,0,2,61394,3/6/2017
24443,NULL,Edgar,NULL,Suri,NULL,2430 Santa Lucia,NULL,Chula Vista,California,United States,91910,370-555-0153,8/27/1971,Partial College,Clerical,M,M,1,1,1,2,85713,3/6/2017
20315,NULL,Devin,NULL,Ramirez,NULL,2020 Augustine Dr.,NULL,Walla Walla,Washington,United States,99362,453-555-0170,8/25/1998,Partial College,Clerical,M,S,0,2,0,0,79836,3/6/2017
27096,NULL,Chase,NULL,Watson,NULL,4406 Glenside Court,NULL,Marysville,Washington,United States,98270,387-555-0176,11/19/1988,Bachelors,Professional,M,M,1,2,1,2,136436,3/6/2017
22062,NULL,Cameron,NULL,Flores,NULL,7892 M Ln.,NULL,Downey,California,United States,90241,979-555-0198,4/28/1998,Partial College,Skilled Manual,M,S,0,2,0,0,58865,3/6/2017
28573,NULL,Tyrone,NULL,Gill,NULL,4138 Pine Creek Way,NULL,Burien,Washington,United States,98168,121-555-0152,4/9/1994,Partial College,Skilled Manual,M,S,0,2,0,0,51516,3/6/2017
28584,Mr.,Rolando,T.,Smith,Jr.,3771 Concerto Circle,NULL,Berkeley,California,United States,94704,284-555-0100,5/3/1974,High School,Skilled Manual,F,M,1,0,1,2,53751,3/6/2017
19198,NULL,Melissa,NULL,Brooks,NULL,7334 Rockford Dr,NULL,Santa Cruz,California,United States,95062,442-555-0165,5/9/1995,Partial College,Manual,F,S,0,0,0,0,32683,3/6/2017
23711,NULL,Fernando,W,Diaz,NULL,4354 Northwood Dr.,NULL,Sedro Woolley,Washington,United States,98284,258-555-0117,9/17/1967,Bachelors,Management,M,S,1,1,1,1,112675,3/6/2017
21715,NULL,Jonathan,F,Ross,NULL,5251 Driftwood Drive,NULL,Walla Walla,Washington,United States,99362,553-555-0137,5/13/1978,Graduate Degree,Professional,M,M,1,1,0,1,131561,3/6/2017
17185,NULL,Karla,NULL,Anand,NULL,9355 Armstrong Road,NULL,York,England,United Kingdom,YO15,1 (11) 500 555-0114,9/21/1977,Partial College,Management,F,M,1,0,1,2,103012,3/6/2017
16062,NULL,Katherine,C,Johnson,NULL,9430 La Vista Avenue,NULL,Tacoma,Washington,United States,98403,445-555-0150,6/9/1990,Bachelors,Manual,F,M,0,1,2,2,33983,3/6/2017
11832,NULL,Zoe,NULL,Murphy,NULL,3426 Calhoun Court,NULL,Walla Walla,Washington,United States,99362,798-555-0157,4/5/1985,Bachelors,Skilled Manual,F,S,0,0,0,0,56603,3/6/2017
27168,NULL,Donald,R,Madan,NULL,2720 Freya Way,NULL,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0150,4/9/1992,Partial High School,Manual,M,M,0,0,1,2,28876,3/6/2017
13240,NULL,Blake,K,Foster,NULL,1466 Cherry St.,NULL,Chula Vista,California,United States,91910,773-555-0184,11/9/1969,Bachelors,Skilled Manual,M,M,1,2,1,2,53259,3/6/2017
21072,NULL,Dominic,NULL,Sanchez,NULL,"1111, rue Ste-Honoré",NULL,Roncq,Nord,France,59223,1 (11) 500 555-0176,2/22/1985,High School,Manual,M,S,0,1,0,0,26003,3/6/2017
18073,NULL,Robert,A,Chen,NULL,5053 Freedom Hill Circle,NULL,San Gabriel,California,United States,91776,806-555-0157,8/14/1966,Bachelors,Skilled Manual,M,M,1,1,1,2,55095,3/6/2017
27834,NULL,Diana,J,Suarez,NULL,"172, place de la Concorde",NULL,Orleans,Loiret,France,45000,1 (11) 500 555-0183,6/4/1994,Partial High School,Skilled Manual,F,S,0,1,0,0,54335,3/6/2017
20311,NULL,Cole,NULL,Bell,NULL,9406 Leed Court W.,NULL,Los Angeles,California,United States,90012,549-555-0127,2/11/1999,Partial College,Skilled Manual,M,M,0,0,0,0,61858,3/6/2017
17637,NULL,Arturo,S,Tang,NULL,Alte Landstr 951,NULL,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0143,10/4/1992,High School,Skilled Manual,M,S,0,0,0,0,54471,3/6/2017
13231,NULL,Alexia,S,Ross,NULL,1479 Megan Dr,NULL,Langley,British Columbia,Canada,V3A 4R2,631-555-0118,10/11/1968,High School,Manual,F,M,1,1,1,2,27965,3/6/2017
18208,NULL,Latoya,J,Nara,NULL,6526 Edie Ct.,NULL,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0172,2/4/1991,Bachelors,Professional,F,M,1,2,1,2,130101,3/6/2017
13982,NULL,Clarence,E,Chander,NULL,6647 Revision Dr,NULL,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0165,3/21/1964,High School,Skilled Manual,M,M,1,2,1,2,54532,3/6/2017
23708,NULL,Victoria,O,Coleman,NULL,7853 Millfield Place,NULL,Beverly Hills,California,United States,90210,890-555-0176,7/2/1966,Bachelors,Professional,F,M,1,2,0,2,137722,3/6/2017
21048,NULL,Karen,M,Liang,NULL,"208, chaussée de Tournai",NULL,Orleans,Loiret,France,45000,1 (11) 500 555-0138,6/17/1988,Partial College,Clerical,F,M,1,2,1,2,86938,3/6/2017
19100,NULL,Bradley,NULL,Rai,NULL,8175 Trinity Ave.,NULL,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0124,6/1/1991,High School,Skilled Manual,M,M,0,0,1,1,55489,3/6/2017
21516,NULL,Larry,NULL,Serrano,NULL,4161 Willow Lake Rd.,NULL,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0130,4/12/1964,Bachelors,Clerical,M,M,1,1,1,2,85600,3/6/2017
17244,NULL,Kellie,E,Dominguez,NULL,8270 Laverne Way,NULL,Findon,South Australia,Australia,5023,1 (11) 500 555-0159,2/25/1992,High School,Skilled Manual,F,M,0,2,1,1,58991,3/6/2017
13513,NULL,Abigail,R,Henderson,NULL,Am Grossen Dern 4284,NULL,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0133,9/8/1961,Bachelors,Professional,F,M,1,2,0,2,132104,3/6/2017
24981,NULL,Jose,NULL,Davis,NULL,711 Houston Ct.,NULL,Puyallup,Washington,United States,98371,111-555-0176,5/6/1970,Partial College,Clerical,M,M,1,3,1,2,82286,3/6/2017
17073,NULL,Jonathon,N,Carlson,NULL,6305 Waterview Place,NULL,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0143,3/15/1984,Bachelors,Clerical,M,M,1,2,0,2,81644,3/6/2017
17315,NULL,Carolyn,L,Munoz,NULL,4566 La Jolla,NULL,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0164,12/20/1980,Partial College,Skilled Manual,F,M,1,1,1,1,61918,3/6/2017
25140,NULL,Toni,K,Lopez,NULL,6445 Cashew Street,NULL,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0176,3/29/1984,Bachelors,Management,F,M,1,3,0,0,102426,3/6/2017
16397,NULL,Andy,H,Navarro,NULL,Königstr 387,NULL,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0115,4/14/1987,Partial College,Clerical,M,M,1,1,0,2,87831,3/6/2017
24804,NULL,Tonya,NULL,Raji,NULL,2620 Turning View,NULL,Colma,California,United States,94014,473-555-0168,9/19/1988,Bachelors,Clerical,F,M,1,1,1,2,77415,3/6/2017
22071,NULL,Gabriel,S,Carter,NULL,3312 Kenneth Ct.,NULL,Coronado,California,United States,92118,263-555-0158,11/20/1983,Bachelors,Management,M,S,1,2,0,0,104332,3/6/2017
21399,NULL,Ian,NULL,Hughes,NULL,3162 Chaucer Drive,NULL,Woodland Hills,California,United States,91364,240-555-0189,11/25/1995,Partial College,Skilled Manual,M,M,0,0,0,0,61742,3/6/2017
13432,NULL,Dalton,S,Wood,NULL,7392 Diver Way,NULL,Ballard,Washington,United States,98107,540-555-0150,6/21/1976,Partial College,Clerical,M,S,1,2,0,0,80235,3/6/2017
25090,NULL,Ivan,L,Sara,NULL,1218 Woodside Court,NULL,Cliffside,British Columbia,Canada,V8Y 1L1,475-555-0126,7/2/1980,Bachelors,Management,M,M,1,2,0,0,106925,3/6/2017
20210,NULL,Stephanie,P,Powell,NULL,2407 Erie Dr.,NULL,Oregon City,Oregon,United States,97045,509-555-0169,10/5/1978,Graduate Degree,Professional,F,M,1,2,0,2,127291,3/6/2017
